TransactionID,CustomerOccupation,TransactionType,Average_CustomerAge,sum_transaction
TX000625,Engineer,Debit,53.0000,580.71
TX000626,Retired,Credit,79.0000,821.54
TX000627,Student,Debit,20.0000,253.47
TX000628,Retired,Debit,62.0000,22.81
TX000629,Engineer,Credit,39.0000,266.57
TX000630,Retired,Credit,75.0000,374.61
TX000631,Retired,Credit,78.0000,339.35
TX000632,Student,Debit,20.0000,810.36
TX000633,Student,Debit,24.0000,9.83
TX000634,Doctor,Credit,51.0000,135.57
TX000635,Engineer,Debit,43.0000,340.05
TX000636,Engineer,Debit,27.0000,283.45
TX000637,Doctor,Debit,68.0000,100.99
TX000638,Student,Debit,18.0000,90.88
TX000639,Engineer,Debit,26.0000,655.15
TX000640,Engineer,Debit,50.0000,320.55
TX000641,Student,Debit,28.0000,41.51
TX000642,Retired,Credit,68.0000,71.53
TX000643,Retired,Credit,54.0000,467.13
TX000644,Student,Debit,28.0000,235.4
TX000645,Student,Debit,18.0000,159.32
TX000646,Doctor,Credit,30.0000,50.83
TX000647,Engineer,Credit,59.0000,56.89
TX000648,Engineer,Debit,43.0000,20.22
TX000649,Doctor,Debit,36.0000,50.4
TX000650,Retired,Debit,53.0000,73.88
TX000651,Doctor,Debit,33.0000,119.61
TX000652,Student,Debit,18.0000,1241.05
TX000653,Engineer,Debit,43.0000,116.58
TX000654,Doctor,Debit,30.0000,1919.11
TX000655,Retired,Debit,64.0000,391.96
TX000656,Engineer,Credit,46.0000,156.26
TX000657,Engineer,Credit,49.0000,427
TX000658,Student,Debit,18.0000,443.68
TX000659,Doctor,Debit,31.0000,101.76
TX000660,Engineer,Debit,37.0000,67.57
TX000661,Engineer,Debit,56.0000,326.29
TX000662,Doctor,Debit,33.0000,158.56
TX000663,Student,Debit,27.0000,56.02
TX000664,Student,Debit,27.0000,288.28
TX000665,Student,Credit,24.0000,245.67
TX000666,Engineer,Credit,39.0000,152.18
TX000667,Engineer,Credit,41.0000,114.35
TX000668,Doctor,Credit,61.0000,373.27
TX000669,Engineer,Debit,60.0000,504.63
TX000670,Engineer,Debit,46.0000,126.22
TX000671,Doctor,Debit,47.0000,820.15
TX000672,Doctor,Credit,68.0000,986.81
TX000673,Retired,Debit,63.0000,8.37
TX000674,Retired,Credit,53.0000,197.49
TX000675,Retired,Debit,58.0000,637.97
TX000676,Student,Debit,26.0000,13.52
TX000677,Engineer,Debit,49.0000,432.1
TX000678,Engineer,Debit,51.0000,375.17
TX000679,Doctor,Debit,50.0000,642.68
TX000680,Retired,Credit,52.0000,78.44
TX000681,Engineer,Debit,49.0000,139.72
TX000682,Engineer,Debit,31.0000,499.99
TX000683,Student,Debit,24.0000,10.07
TX000684,Student,Debit,23.0000,120.62
TX000685,Retired,Debit,59.0000,578.49
TX000686,Engineer,Debit,34.0000,119.3
TX000687,Doctor,Debit,41.0000,280.92
TX000688,Student,Debit,21.0000,42.42
TX000689,Doctor,Debit,67.0000,77.03
TX000690,Retired,Debit,62.0000,22.59
TX000691,Retired,Debit,51.0000,568.76
TX000692,Retired,Credit,58.0000,25.94
TX000693,Engineer,Debit,51.0000,105.94
TX000694,Doctor,Debit,52.0000,733.29
TX000695,Student,Credit,21.0000,350.15
TX000696,Doctor,Debit,65.0000,1151.18
TX000697,Student,Debit,19.0000,183.67
TX000698,Doctor,Debit,29.0000,278.27
TX000699,Doctor,Debit,40.0000,470.3
TX000700,Retired,Debit,53.0000,261.69
TX000701,Student,Debit,22.0000,365.04
TX000702,Retired,Debit,57.0000,211.1
TX000703,Doctor,Debit,58.0000,21.49
TX000704,Student,Debit,18.0000,63.58
TX000705,Doctor,Debit,63.0000,321.86
TX000706,Retired,Debit,75.0000,12.11
TX000707,Engineer,Debit,44.0000,642.54
TX000708,Student,Debit,27.0000,210.45
TX000709,Retired,Credit,55.0000,313.65
TX000710,Student,Debit,26.0000,99.76
TX000711,Retired,Debit,53.0000,115.32
TX000712,Student,Debit,23.0000,33.61
TX000713,Doctor,Credit,33.0000,498.59
TX000714,Student,Debit,27.0000,98.81
TX000715,Retired,Debit,65.0000,1.87
TX000716,Engineer,Credit,59.0000,78.92
TX000717,Engineer,Credit,39.0000,194.29
TX000718,Engineer,Debit,53.0000,28.73
TX000719,Student,Debit,24.0000,105.53
TX000720,Doctor,Debit,30.0000,737.34
TX000721,Student,Debit,18.0000,237.86
TX000722,Doctor,Debit,65.0000,409.61
TX000723,Student,Credit,21.0000,75.53
TX000724,Doctor,Debit,64.0000,72.75
TX000725,Student,Debit,26.0000,39.11
TX000726,Student,Debit,23.0000,1309.79
TX000727,Doctor,Debit,68.0000,729.38
TX000728,Engineer,Debit,34.0000,137.49
TX000729,Engineer,Debit,29.0000,504.71
TX000730,Student,Credit,24.0000,371.47
TX000731,Doctor,Debit,36.0000,430.35
TX000732,Engineer,Debit,35.0000,230.32
TX000733,Retired,Debit,52.0000,121.71
TX000734,Student,Debit,20.0000,98.87
TX000735,Student,Debit,24.0000,117.55
TX000736,Doctor,Debit,30.0000,244.64
TX000737,Engineer,Debit,45.0000,321.93
TX000738,Retired,Debit,58.0000,1092.73
TX000739,Engineer,Debit,40.0000,283.23
TX000740,Engineer,Debit,30.0000,346.65
TX000741,Retired,Debit,64.0000,381.62
TX000742,Retired,Debit,76.0000,388.65
TX000743,Student,Debit,24.0000,29.22
TX000744,Retired,Debit,67.0000,46.75
TX000745,Retired,Debit,57.0000,348.64
TX000746,Retired,Debit,73.0000,319.17
TX000747,Student,Debit,26.0000,73.95
TX000748,Engineer,Debit,27.0000,389.63
TX000749,Student,Debit,19.0000,217.61
TX000750,Student,Debit,21.0000,199.84
TX000751,Doctor,Debit,44.0000,56.35
TX000752,Retired,Credit,65.0000,248.95
TX000753,Engineer,Debit,33.0000,142.58
TX000754,Student,Debit,28.0000,1020.73
TX000755,Retired,Debit,58.0000,84.34
TX000756,Engineer,Debit,31.0000,1607.55
TX000757,Retired,Debit,60.0000,333.78
TX000758,Retired,Debit,55.0000,332.59
TX000759,Student,Debit,22.0000,236.81
TX000760,Student,Credit,27.0000,417.8
TX000761,Doctor,Debit,50.0000,319.27
TX000762,Engineer,Debit,42.0000,384.1
TX000763,Doctor,Credit,61.0000,820.62
TX000764,Engineer,Credit,56.0000,474.77
TX000765,Doctor,Credit,43.0000,542.72
TX000766,Retired,Debit,73.0000,79.8
TX000767,Engineer,Debit,57.0000,46.24
TX000768,Doctor,Debit,61.0000,327.8
TX000769,Doctor,Debit,52.0000,445.79
TX000770,Retired,Debit,72.0000,55.89
TX000771,Student,Debit,28.0000,158.41
TX000772,Doctor,Credit,64.0000,101.19
TX000773,Engineer,Debit,36.0000,827.14
TX000774,Retired,Debit,74.0000,61.97
TX000775,Retired,Debit,79.0000,27.21
TX000776,Retired,Debit,80.0000,173.74
TX000777,Engineer,Debit,38.0000,176.11
TX000778,Engineer,Debit,46.0000,88.4
TX000779,Retired,Debit,53.0000,567.92
TX000780,Retired,Credit,68.0000,138.11
TX000781,Engineer,Credit,28.0000,456.93
TX000782,Retired,Debit,66.0000,101.42
TX000783,Doctor,Debit,44.0000,300.61
TX000784,Engineer,Debit,54.0000,265.94
TX000785,Engineer,Debit,29.0000,345.54
TX000786,Doctor,Debit,41.0000,411.52
TX000787,Doctor,Debit,35.0000,111.21
TX000788,Engineer,Debit,53.0000,316.37
TX000789,Engineer,Debit,37.0000,260.63
TX000790,Engineer,Debit,29.0000,92.36
TX000791,Doctor,Debit,63.0000,262.06
TX000792,Retired,Debit,74.0000,64.5
TX000793,Engineer,Debit,28.0000,253.55
TX000794,Student,Credit,21.0000,408.28
TX000795,Retired,Debit,57.0000,175.94
TX000796,Doctor,Debit,57.0000,199.47
TX000797,Retired,Debit,63.0000,51.07
TX000798,Retired,Debit,56.0000,435.86
TX000799,Retired,Credit,64.0000,74.73
TX000800,Student,Credit,23.0000,182.79
TX000801,Doctor,Debit,44.0000,628.36
TX000802,Doctor,Debit,29.0000,268.39
TX000803,Retired,Debit,80.0000,362.27
TX000804,Engineer,Credit,50.0000,560.15
TX000805,Retired,Debit,80.0000,351.99
TX000806,Student,Debit,28.0000,132.36
TX000807,Engineer,Credit,40.0000,24.77
TX000808,Doctor,Debit,44.0000,668.67
TX000809,Doctor,Credit,53.0000,80.24
TX000810,Retired,Debit,68.0000,8.65
TX000811,Student,Debit,18.0000,178.91
TX000812,Engineer,Debit,27.0000,115.22
TX000813,Doctor,Debit,46.0000,161.63
TX000814,Retired,Credit,70.0000,542.75
TX000815,Doctor,Credit,67.0000,317.47
TX000816,Engineer,Debit,45.0000,280.99
TX000817,Engineer,Debit,29.0000,24.19
TX000818,Doctor,Debit,36.0000,586.85
TX000819,Retired,Debit,55.0000,372.41
TX000820,Student,Debit,20.0000,63.17
TX000821,Engineer,Debit,54.0000,383.69
TX000822,Retired,Credit,65.0000,247.17
TX000823,Student,Credit,18.0000,48.78
TX000824,Retired,Credit,60.0000,4.15
TX000825,Engineer,Debit,34.0000,60.99
TX000826,Engineer,Debit,26.0000,408.19
TX000827,Doctor,Debit,58.0000,524.6
TX000828,Student,Debit,26.0000,108.96
TX000829,Retired,Debit,63.0000,70.03
TX000830,Retired,Debit,52.0000,124.84
TX000831,Retired,Debit,54.0000,324.04
TX000832,Retired,Debit,70.0000,39.69
TX000833,Engineer,Credit,58.0000,157.7
TX000834,Student,Credit,22.0000,81.27
TX000835,Engineer,Debit,37.0000,193.82
TX000836,Retired,Debit,79.0000,16.73
TX000837,Retired,Debit,57.0000,474.05
TX000838,Doctor,Debit,66.0000,39.21
TX000839,Retired,Debit,79.0000,637.75
TX000840,Retired,Credit,66.0000,153.59
TX000841,Student,Debit,18.0000,186.6
TX000842,Student,Debit,24.0000,644.08
TX000843,Doctor,Debit,41.0000,226.66
TX000844,Student,Debit,22.0000,305
TX000845,Doctor,Credit,42.0000,233.1
TX000846,Doctor,Debit,68.0000,793.13
TX000847,Doctor,Debit,52.0000,224.19
TX000848,Student,Credit,23.0000,214.83
TX000849,Retired,Credit,63.0000,163.46
TX000850,Engineer,Debit,34.0000,194.99
TX000851,Doctor,Debit,46.0000,23.4
TX000852,Doctor,Debit,34.0000,227.5
TX000853,Student,Debit,26.0000,259.9
TX000854,Doctor,Credit,36.0000,59.51
TX000855,Retired,Debit,64.0000,50.63
TX000856,Student,Debit,20.0000,1074.95
TX000857,Retired,Credit,73.0000,112.94
TX000858,Student,Debit,21.0000,11.81
TX000859,Doctor,Debit,55.0000,329.14
TX000860,Retired,Debit,61.0000,154.24
TX000861,Student,Debit,20.0000,233.44
TX000862,Student,Debit,18.0000,141.8
TX000863,Engineer,Debit,55.0000,209.03
TX000864,Student,Debit,26.0000,1137.63
TX000865,Engineer,Debit,42.0000,261.14
TX000866,Doctor,Debit,45.0000,101.81
TX000867,Doctor,Debit,32.0000,98.71
TX000868,Student,Debit,21.0000,87.38
TX000869,Doctor,Debit,32.0000,83.39
TX000870,Engineer,Debit,46.0000,267.55
TX000871,Doctor,Debit,29.0000,870.05
TX000872,Engineer,Credit,38.0000,154.32
TX000873,Retired,Debit,78.0000,164.51
TX000874,Retired,Debit,69.0000,758.12
TX000875,Engineer,Debit,28.0000,103.76
TX000876,Engineer,Debit,55.0000,583.92
TX000877,Retired,Debit,77.0000,204.06
TX000878,Retired,Debit,56.0000,53.51
TX000879,Engineer,Debit,30.0000,1108.46
TX000880,Retired,Credit,68.0000,52.95
TX000881,Doctor,Debit,49.0000,120.17
TX000882,Engineer,Debit,31.0000,220.8
TX000883,Doctor,Debit,45.0000,119.01
TX000884,Student,Debit,21.0000,183.32
TX000885,Engineer,Debit,60.0000,858.88
TX000886,Engineer,Credit,41.0000,11.46
TX000887,Retired,Debit,75.0000,61.37
TX000888,Engineer,Credit,49.0000,103.08
TX000889,Retired,Debit,55.0000,1.21
TX000890,Engineer,Credit,26.0000,425.18
TX000891,Retired,Debit,52.0000,60.96
TX000892,Doctor,Debit,51.0000,64.21
TX000893,Retired,Debit,53.0000,523.02
TX000894,Retired,Debit,65.0000,50.26
TX000895,Student,Debit,19.0000,110.08
TX000896,Student,Credit,23.0000,54.47
TX000897,Doctor,Debit,68.0000,79.76
TX000898,Doctor,Credit,30.0000,16.79
TX000899,Student,Debit,18.0000,1531.31
TX000900,Doctor,Debit,29.0000,68.62
TX000901,Student,Debit,20.0000,157.16
TX000902,Student,Credit,18.0000,643.38
TX000903,Engineer,Credit,42.0000,328.34
TX000904,Retired,Debit,69.0000,72.68
TX000905,Doctor,Debit,51.0000,354.76
TX000906,Student,Credit,22.0000,793.88
TX000907,Engineer,Debit,27.0000,29.22
TX000908,Engineer,Debit,37.0000,653.97
TX000909,Student,Credit,21.0000,366.43
TX000910,Doctor,Debit,33.0000,120.86
TX000911,Retired,Debit,72.0000,233.74
TX000912,Student,Debit,18.0000,471.84
TX000913,Retired,Credit,73.0000,213.4
TX000914,Engineer,Debit,48.0000,254.21
TX000915,Doctor,Debit,37.0000,577.73
TX000916,Student,Debit,27.0000,170.26
TX000917,Retired,Debit,78.0000,337.73
TX000918,Retired,Credit,64.0000,330.61
TX000919,Engineer,Credit,35.0000,132.33
TX000920,Engineer,Credit,46.0000,672.74
TX000921,Student,Debit,18.0000,74.04
TX000922,Engineer,Debit,28.0000,197.18
TX000923,Retired,Debit,70.0000,21.15
TX000924,Doctor,Debit,62.0000,218.37
TX000925,Doctor,Debit,29.0000,590.01
TX000926,Engineer,Debit,44.0000,697.82
TX000927,Engineer,Debit,38.0000,302.76
TX000928,Student,Debit,20.0000,148
TX000929,Student,Debit,19.0000,22.26
TX000930,Student,Debit,25.0000,0.86
TX000931,Doctor,Debit,65.0000,757.1
TX000932,Student,Credit,25.0000,38.81
TX000933,Engineer,Credit,49.0000,76.51
TX000934,Doctor,Debit,31.0000,32.46
TX000935,Doctor,Credit,62.0000,1022.75
TX000936,Student,Debit,22.0000,20.64
TX000937,Student,Debit,23.0000,662.11
TX000938,Engineer,Debit,55.0000,288.77
TX000939,Doctor,Debit,30.0000,35.05
TX000940,Doctor,Credit,46.0000,214.73
TX000941,Engineer,Debit,57.0000,25.38
TX000942,Engineer,Debit,41.0000,617.66
TX000943,Retired,Debit,63.0000,446.39
TX000944,Engineer,Debit,33.0000,377.92
TX000945,Engineer,Debit,30.0000,11.04
TX000946,Doctor,Debit,36.0000,275.46
TX000947,Retired,Debit,78.0000,179.76
TX000948,Doctor,Debit,44.0000,32.34
TX000949,Retired,Debit,79.0000,273.92
TX000950,Student,Debit,19.0000,375.45
TX000951,Student,Debit,23.0000,388.98
TX000952,Student,Debit,25.0000,492.84
TX000953,Doctor,Debit,57.0000,148.85
TX000954,Retired,Credit,62.0000,119.95
TX000955,Engineer,Debit,50.0000,391.66
TX000956,Engineer,Credit,41.0000,185.99
TX000957,Student,Debit,27.0000,322.48
TX000958,Student,Debit,18.0000,20.27
TX000959,Engineer,Debit,47.0000,280.61
TX000960,Retired,Debit,61.0000,199.02
TX000961,Retired,Credit,63.0000,104.23
TX000962,Retired,Credit,52.0000,353.59
TX000963,Engineer,Debit,39.0000,55.86
TX000964,Doctor,Debit,31.0000,10.77
TX000965,Engineer,Debit,33.0000,95.55
TX000966,Engineer,Debit,27.0000,477.07
TX000967,Retired,Credit,52.0000,9.1
TX000968,Doctor,Debit,57.0000,21.41
TX000969,Student,Debit,28.0000,278.28
TX000970,Retired,Credit,73.0000,388.1
TX000971,Student,Debit,27.0000,215.39
TX000972,Doctor,Debit,66.0000,194.37
TX000973,Student,Debit,20.0000,37.7
TX000974,Retired,Debit,64.0000,19.59
TX000975,Engineer,Debit,41.0000,81.35
TX000976,Engineer,Credit,58.0000,314.54
TX000977,Doctor,Debit,58.0000,466.64
TX000978,Student,Debit,22.0000,397.01
TX000979,Engineer,Debit,55.0000,472.48
TX000980,Doctor,Debit,59.0000,67.15
TX000981,Retired,Debit,79.0000,102.67
TX000982,Doctor,Credit,35.0000,460.09
TX000983,Doctor,Debit,66.0000,453.49
TX000984,Student,Debit,26.0000,267.17
TX000985,Doctor,Debit,66.0000,111.26
TX000986,Doctor,Debit,68.0000,121.17
TX000987,Retired,Debit,51.0000,213.28
TX000988,Engineer,Debit,60.0000,187.88
TX000989,Doctor,Credit,34.0000,471.88
TX000990,Engineer,Debit,57.0000,83.79
TX000991,Retired,Debit,72.0000,212.14
TX000992,Retired,Debit,79.0000,99.16
TX000993,Doctor,Credit,60.0000,839.33
TX000994,Retired,Credit,76.0000,29.91
TX000995,Engineer,Debit,38.0000,4.24
TX000996,Doctor,Credit,58.0000,50.29
TX000997,Retired,Debit,57.0000,135.85
TX000998,Doctor,Debit,68.0000,368.53
TX000999,Doctor,Credit,64.0000,17.95
TX001000,Engineer,Credit,31.0000,127.8
